id,bi_sponsor_bi,bi_sponsor_count,cosponsor_count,cosponsor_normalized,cosponsor_rank,dw_nominate,missed_votes_pct,name,party,seniority,sponsor_count,sponsor_normalized,sponsor_rank,state,top_cosponsor_subjects,top_cosponsor_subjects_1_text,top_cosponsor_subjects_1_count,top_cosponsor_subjects_2_text,top_cosponsor_subjects_2_count,top_cosponsor_subjects_3_text,top_cosponsor_subjects_3_count,top_cosponsor_subjects_4_text,top_cosponsor_subjects_4_count,top_cosponsor_subjects_5_text,top_cosponsor_subjects_5_count,top_sponsor_subjects,top_sponsor_subjects_1_text,top_sponsor_subjects_1_count,top_sponsor_subjects_2_text,top_sponsor_subjects_2_count,top_sponsor_subjects_3_text,top_sponsor_subjects_3_count,top_sponsor_subjects_4_text,top_sponsor_subjects_4_count,top_sponsor_subjects_5_text,top_sponsor_subjects_5_count,total_votes,votes_with_party_pct,color,size,bi_pct,chamber,congress
C000714,4,37,643,0.411250716,197,-0.583,4.28,John Conyers,D,50,37,0.275862069,110,MI,"[(Health, 74), (Armed forces and national security, 62), (Crime and law enforcement, 56), (International affairs, 56), (Education, 50)]",Health,74,Armed forces and national security,62,Crime and law enforcement,56,International affairs,56,Education,50,"[(Labor and employment, 5), (Finance and financial sector, 4), (Crime and law enforcement, 4), (Health, 4), (Civil rights and liberties, minority issues, 4)]",Labor and employment,5,Finance and financial sector,4,Crime and law enforcement,4,Health,4,"Civil rights and liberties, minority issues",4,1192,91.94,blue,20,0.108108108,house,113
N000188,0,0,0,0,210,,2.08,Donald Norcross,D,2,0,0,209,NJ,[],,,,,,,,,,,[],,,,,,,,,,,48,93.62,blue,20,,house,113
W000812,6,11,195,0.539206556,47,0.723,2.35,Ann Wagner,R,2,11,0.518181818,12,MO,"[(Health, 34), (Finance and financial sector, 26), (International affairs, 20), (Taxation, 18), (Crime and law enforcement, 17)]",Health,34,Finance and financial sector,26,International affairs,20,Taxation,18,Crime and law enforcement,17,"[(Government operations and politics, 5), (Finance and financial sector, 3), (Education, 1), (Crime and law enforcement, 1), (Environmental protection, 1)]",Government operations and politics,5,Finance and financial sector,3,Education,1,Crime and law enforcement,1,Environmental protection,1,1192,96.91,red,20,0.545454545,house,113
W000810,1,17,80,0.557052058,38,0.977,1.26,Rob Woodall,R,4,17,0.391176471,42,GA,"[(Health, 14), (International affairs, 9), (Taxation, 8), (Armed forces and national security, 8), (Government operations and politics, 7)]",Health,14,International affairs,9,Taxation,8,Armed forces and national security,8,Government operations and politics,7,"[(Congress, 15), (Economics and public finance, 1), (Taxation, 1)]",Congress,15,Economics and public finance,1,Taxation,1,,,,,1192,90.82,red,20,0.058823529,house,113
W000816,2,7,138,0.592957153,12,0.744,3.69,Roger Williams,R,2,7,0.361904762,55,TX,"[(Health, 20), (Armed forces and national security, 17), (Taxation, 17), (Government operations and politics, 13), (International affairs, 11)]",Health,20,Armed forces and national security,17,Taxation,17,Government operations and politics,13,International affairs,11,"[(Government operations and politics, 1), (Water resources development, 1), (Armed forces and national security, 1), (Housing and community development, 1), (Health, 1)]",Government operations and politics,1,Water resources development,1,Armed forces and national security,1,Housing and community development,1,Health,1,1192,96.86,red,20,0.285714286,house,113
W000815,0,1,169,0.529320744,52,0.779,1.17,Brad Wenstrup,R,2,1,0.158333333,203,OH,"[(Health, 35), (Armed forces and national security, 22), (Government operations and politics, 14), (Taxation, 14), (International affairs, 12)]",Health,35,Armed forces and national security,22,Government operations and politics,14,Taxation,14,International affairs,12,"[(Armed forces and national security, 1)]",Armed forces and national security,1,,,,,,,,,1192,95.33,red,20,0,house,113
W000814,0,7,297,0.439503999,187,0.918,0.5,Randy Weber,R,2,7,0.158333333,203,TX,"[(International affairs, 74), (Armed forces and national security, 26), (Health, 26), (Taxation, 25), (Government operations and politics, 24)]",International affairs,74,Armed forces and national security,26,Health,26,Taxation,25,Government operations and politics,24,"[(Environmental protection, 2), (Government operations and politics, 1), (Families, 1), (Armed forces and national security, 1), (International affairs, 1)]",Environmental protection,2,Government operations and politics,1,Families,1,Armed forces and national security,1,International affairs,1,1192,91.74,red,20,0,house,113
N000181,3,9,158,0.562034511,31,0.705,2.43,Devin Nunes,R,12,9,0.316666667,75,CA,"[(Health, 34), (Taxation, 24), (Armed forces and national security, 18), (Government operations and politics, 12), (Social welfare, 7)]",Health,34,Taxation,24,Armed forces and national security,18,Government operations and politics,12,Social welfare,7,"[(Taxation, 4), (Health, 2), (Crime and law enforcement, 1), (Public lands and natural resources, 1), (Armed forces and national security, 1)]",Taxation,4,Health,2,Crime and law enforcement,1,Public lands and natural resources,1,Armed forces and national security,1,1192,95.27,red,20,0.333333333,house,113
N000182,3,18,212,0.50470556,83,0.847,0.84,Randy Neugebauer,R,12,18,0.246296296,128,TX,"[(Health, 28), (Taxation, 28), (Armed forces and national security, 18), (Government operations and politics, 16), (Finance and financial sector, 15)]",Health,28,Taxation,28,Armed forces and national security,18,Government operations and politics,16,Finance and financial sector,15,"[(Finance and financial sector, 5), (Taxation, 2), (Agriculture and food, 2), (Health, 2), (Environmental protection, 2)]",Finance and financial sector,5,Taxation,2,Agriculture and food,2,Health,2,Environmental protection,2,1192,95.69,red,20,0.166666667,house,113
N000184,3,16,177,0.558337095,37,0.515,4.61,Kristi Noem,R,4,16,0.277083333,106,SD,"[(Armed forces and national security, 27), (Health, 25), (Taxation, 22), (Crime and law enforcement, 14), (International affairs, 13)]",Armed forces and national security,27,Health,25,Taxation,22,Crime and law enforcement,14,International affairs,13,"[(Native Americans, 3), (Public lands and natural resources, 3), (Water resources development, 2), (Agriculture and food, 2), (Education, 2)]",Native Americans,3,Public lands and natural resources,3,Water resources development,2,Agriculture and food,2,Education,2,1192,94.9,red,20,0.1875,house,113
N000185,3,22,261,0.491358437,104,0.766,2.85,Richard Nugent,R,4,22,0.277083333,106,FL,"[(Armed forces and national security, 47), (Taxation, 32), (Health, 30), (Government operations and politics, 23), (International affairs, 21)]",Armed forces and national security,47,Taxation,32,Health,30,Government operations and politics,23,International affairs,21,"[(Congress, 12), (Armed forces and national security, 4), (Crime and law enforcement, 2), (Emergency management, 1), (Public lands and natural resources, 1)]",Congress,12,Armed forces and national security,4,Crime and law enforcement,2,Emergency management,1,Public lands and natural resources,1,1192,92.92,red,20,0.136363636,house,113
N000186,3,4,279,0.440131219,186,0.617,23.32,Alan Nunnelee,R,4,4,0.633333333,5,MS,"[(Health, 46), (Armed forces and national security, 32), (Taxation, 28), (International affairs, 26), (Government operations and politics, 16)]",Health,46,Armed forces and national security,32,Taxation,28,International affairs,26,Government operations and politics,16,"[(Transportation and public works, 2), (Public lands and natural resources, 1), (Health, 1)]",Transportation and public works,2,Public lands and natural resources,1,Health,1,,,,,1192,96.83,red,20,0.75,house,113
N000187,1,8,329,0.514717645,93,-0.432,15.44,Gloria Negrete McLeod,D,2,8,0.275862069,110,CA,"[(Armed forces and national security, 53), (Health, 46), (Education, 32), (Taxation, 26), (Government operations and politics, 24)]",Armed forces and national security,53,Health,46,Education,32,Taxation,26,Government operations and politics,24,"[(Armed forces and national security, 4), (Education, 1), (Public lands and natural resources, 1), (Transportation and public works, 1), (Taxation, 1)]",Armed forces and national security,4,Education,1,Public lands and natural resources,1,Transportation and public works,1,Taxation,1,1192,92.26,blue,20,0.125,house,113
H000329,4,20,84,0.514960221,70,0.557,2.01,Doc Hastings,R,20,20,0.510625,18,WA,"[(Health, 16), (Taxation, 13), (Armed forces and national security, 9), (Environmental protection, 8), (Finance and financial sector, 4)]",Health,16,Taxation,13,Armed forces and national security,9,Environmental protection,8,Finance and financial sector,4,"[(Public lands and natural resources, 11), (Energy, 3), (Water resources development, 2), (Animals, 1), (Congress, 1)]",Public lands and natural resources,11,Energy,3,Water resources development,2,Animals,1,Congress,1,1192,93.92,red,20,0.2,house,113
H000324,3,24,621,0.44330028,170,-0.486,9.82,Alcee Hastings,D,22,24,0.275862069,110,FL,"[(Health, 106), (Armed forces and national security, 64), (International affairs, 57), (Taxation, 45), (Crime and law enforcement, 43)]",Health,106,Armed forces and national security,64,International affairs,57,Taxation,45,Crime and law enforcement,43,"[(International affairs, 8), (Social welfare, 3), (Taxation, 2), (Labor and employment, 2), (Emergency management, 1)]",International affairs,8,Social welfare,3,Taxation,2,Labor and employment,2,Emergency management,1,1192,93.86,blue,20,0.125,house,113
K000385,0,16,228,0.427227608,187,-0.405,1.64,Robin Kelly,D,2,16,0.275862069,110,IL,"[(Health, 33), (Armed forces and national security, 29), (Crime and law enforcement, 23), (Education, 22), (Taxation, 16)]",Health,33,Armed forces and national security,29,Crime and law enforcement,23,Education,22,Taxation,16,"[(Crime and law enforcement, 5), (Commerce, 2), (Taxation, 2), (Health, 2), (Education, 2)]",Crime and law enforcement,5,Commerce,2,Taxation,2,Health,2,Education,2,1095,96.1,blue,20,0,house,113
I000056,18,41,117,0.627677407,7,0.84,1.09,Darrell Issa,R,14,41,0.391971545,41,CA,"[(Government operations and politics, 21), (Armed forces and national security, 17), (Taxation, 17), (Health, 11), (International affairs, 8)]",Government operations and politics,21,Armed forces and national security,17,Taxation,17,Health,11,International affairs,8,"[(Government operations and politics, 19), (Congress, 4), (Armed forces and national security, 4), (Immigration, 4), (Commerce, 2)]",Government operations and politics,19,Congress,4,Armed forces and national security,4,Immigration,4,Commerce,2,1192,95.76,red,20,0.43902439,house,113
P000373,10,18,169,0.484834592,112,0.837,1.68,Joe Pitts,R,18,18,0.400231481,39,PA,"[(International affairs, 39), (Taxation, 23), (Health, 16), (Armed forces and national security, 14), (Labor and employment, 9)]",International affairs,39,Taxation,23,Health,16,Armed forces and national security,14,Labor and employment,9,"[(Health, 5), (International affairs, 3), (Crime and law enforcement, 2), (Taxation, 2), (Sports and recreation, 1)]",Health,5,International affairs,3,Crime and law enforcement,2,Taxation,2,Sports and recreation,1,1192,94.54,red,20,0.555555556,house,113
F000043,9,26,253,0.458810069,152,-0.39,4.28,Chaka Fattah,D,20,26,0.371352785,61,PA,"[(Health, 42), (Armed forces and national security, 28), (International affairs, 21), (Education, 21), (Government operations and politics, 20)]",Health,42,Armed forces and national security,28,International affairs,21,Education,21,Government operations and politics,20,"[(Health, 4), (Education, 4), (Taxation, 3), (Housing and community development, 3), (Science, technology, communications, 3)]",Health,4,Education,4,Taxation,3,Housing and community development,3,"Science, technology, communications",3,1192,95.27,blue,20,0.346153846,house,113
L000111,9,16,258,0.427811251,204,0.516,1.09,Tom Latham,R,20,16,0.286979167,102,IA,"[(Health, 85), (Armed forces and national security, 36), (Taxation, 30), (International affairs, 12), (Finance and financial sector, 9)]",Health,85,Armed forces and national security,36,Taxation,30,International affairs,12,Finance and financial sector,9,"[(Economics and public finance, 3), (Health, 3), (Taxation, 3), (Government operations and politics, 1), (Congress, 1)]",Economics and public finance,3,Health,3,Taxation,3,Government operations and politics,1,Congress,1,1192,90.84,red,20,0.5625,house,113
M000933,4,19,570,0.445129271,167,-0.353,5.37,James Moran,D,24,19,0.319419238,85,VA,"[(Health, 85), (International affairs, 65), (Crime and law enforcement, 52), (Government operations and politics, 45), (Taxation, 39)]",Health,85,International affairs,65,Crime and law enforcement,52,Government operations and politics,45,Taxation,39,"[(Animals, 3), (International affairs, 3), (Government operations and politics, 2), (Taxation, 2), (Transportation and public works, 2)]",Animals,3,International affairs,3,Government operations and politics,2,Taxation,2,Transportation and public works,2,1192,92.73,blue,20,0.210526316,house,113
S000051,0,3,44,0.373926921,230,0.97,1.44,Mark Sanford,R,2,3,0.316666667,75,SC,"[(Immigration, 6), (Crime and law enforcement, 5), (Congress, 5), (Armed forces and national security, 4), (Government operations and politics, 3)]",Immigration,6,Crime and law enforcement,5,Congress,5,Armed forces and national security,4,Government operations and politics,3,"[(Crime and law enforcement, 1), (Energy, 1), (Armed forces and national security, 1)]",Crime and law enforcement,1,Energy,1,Armed forces and national security,1,,,,,1045,86.12,red,20,0,house,113
M001159,4,22,144,0.559927361,36,0.66,4.11,Cathy McMorris Rodgers,R,10,22,0.320265152,74,WA,"[(Health, 47), (Taxation, 17), (Armed forces and national security, 16), (International affairs, 11), (Energy, 6)]",Health,47,Taxation,17,Armed forces and national security,16,International affairs,11,Energy,6,"[(Congress, 9), (Health, 9), (Water resources development, 1), (Taxation, 1), (Labor and employment, 1)]",Congress,9,Health,9,Water resources development,1,Taxation,1,Labor and employment,1,1192,96.5,red,20,0.181818182,house,113
